anzsco_code,occupation_name,automation_score,augmentation_score,automation_level,augmentation_level,explanation,data_source
3111,Agricultural Technicians,0.41,0.72,Low,High,JSA rates this role with 72% AI augmentation exposure — tasks are highly likely to be reshaped by AI tools. Consider building skills that complement AI.,"JSA Generative AI Capacity Study, 2025"
3112,Medical Technicians,0.29,0.69,Low,Medium,"JSA rates this role with 69% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
3113,Primary Products Inspectors,0.34,0.65,Low,Medium,"JSA rates this role with 65% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
3114,Science Technicians,0.4,0.72,Low,High,JSA rates this role with 72% AI augmentation exposure — tasks are highly likely to be reshaped by AI tools. Consider building skills that complement AI.,"JSA Generative AI Capacity Study, 2025"
3121,"Architectural, Building and Surveying Technicians",0.51,0.74,Medium,High,JSA rates this role with 74% AI augmentation exposure — tasks are highly likely to be reshaped by AI tools. Consider building skills that complement AI.,"JSA Generative AI Capacity Study, 2025"
3122,Civil Engineering Draftspersons and Technicians,0.4,0.69,Low,Medium,"JSA rates this role with 69% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
3123,"Electrical Engineering Draftspersons, Technicians",0.48,0.72,Low,High,JSA rates this role with 72% AI augmentation exposure — tasks are highly likely to be reshaped by AI tools. Consider building skills that complement AI.,"JSA Generative AI Capacity Study, 2025"
3124,"Electronic Engineering Draftspersons, Technicians",0.47,0.74,Low,High,JSA rates this role with 74% AI augmentation exposure — tasks are highly likely to be reshaped by AI tools. Consider building skills that complement AI.,"JSA Generative AI Capacity Study, 2025"
3125,"Mechanical Engineering Draftspersons, Technicians",0.42,0.7,Low,High,JSA rates this role with 70% AI augmentation exposure — tasks are highly likely to be reshaped by AI tools. Consider building skills that complement AI.,"JSA Generative AI Capacity Study, 2025"
3126,Safety Inspectors,0.38,0.69,Low,Medium,"JSA rates this role with 69% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
3129,Other Building and Engineering Technicians,0.33,0.67,Low,Medium,"JSA rates this role with 67% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
3131,ICT Support Technicians,0.53,0.69,Medium,Medium,"JSA rates this role with 69% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
3132,Telecommunications Technical Specialists,0.46,0.69,Low,Medium,"JSA rates this role with 69% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
3211,Automotive Electricians,0.24,0.58,Very Low,Medium,"JSA rates this role with 57% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
3212,Motor Mechanics,0.25,0.59,Low,Medium,"JSA rates this role with 59% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
3221,"Metal Casting, Forging and Finishing Trades",0.18,0.52,Very Low,Medium,"JSA rates this role with 52% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
3222,Sheetmetal Trades Workers,0.25,0.58,Low,Medium,"JSA rates this role with 57% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
3223,Structural Steel and Welding Trades Workers,0.2,0.58,Very Low,Medium,"JSA rates this role with 57% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
3231,Aircraft Maintenance Engineers,0.26,0.64,Low,Medium,"JSA rates this role with 64% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
3232,Metal Fitters and Machinists,0.22,0.62,Very Low,Medium,"JSA rates this role with 62% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
3233,Precision Metal Trades Workers,0.28,0.64,Low,Medium,"JSA rates this role with 64% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
3234,Toolmakers and Engineering Patternmakers,0.22,0.63,Very Low,Medium,"JSA rates this role with 63% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
3241,Panelbeaters,0.11,0.41,Very Low,Low,JSA rates this role with 41% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
3242,Vehicle Body Builders and Trimmers,0.23,0.49,Very Low,Low,JSA rates this role with 49% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
3243,Vehicle Painters,0.13,0.52,Very Low,Medium,"JSA rates this role with 52% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
3311,Bricklayers and Stonemasons,0.17,0.49,Very Low,Low,JSA rates this role with 49% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
3312,Carpenters and Joiners,0.18,0.6,Very Low,Medium,"JSA rates this role with 60% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
3321,Floor Finishers,0.23,0.5,Very Low,Medium,"JSA rates this role with 50% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
3322,Painting Trades Workers,0.13,0.46,Very Low,Low,JSA rates this role with 46% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
3331,Glaziers,0.19,0.56,Very Low,Medium,"JSA rates this role with 56% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
3332,Plasterers,0.12,0.44,Very Low,Low,JSA rates this role with 44% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
3333,Roof Tilers,0.13,0.44,Very Low,Low,JSA rates this role with 44% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
3334,Wall and Floor Tilers,0.12,0.63,Very Low,Medium,"JSA rates this role with 63% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
3341,Plumbers,0.15,0.59,Very Low,Medium,"JSA rates this role with 59% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
3411,Electricians,0.16,0.57,Very Low,Medium,"JSA rates this role with 56% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
3421,Airconditioning and Refrigeration Mechanics,0.26,0.56,Low,Medium,"JSA rates this role with 56% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
3422,Electrical Distribution Trades Workers,0.15,0.57,Very Low,Medium,"JSA rates this role with 56% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
3423,Electronics Trades Workers,0.41,0.67,Low,Medium,"JSA rates this role with 67% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
3424,Telecommunications Trades Workers,0.24,0.58,Very Low,Medium,"JSA rates this role with 57% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
3511,Bakers and Pastrycooks,0.23,0.54,Very Low,Medium,"JSA rates this role with 54% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
3512,Butchers and Smallgoods Makers,0.3,0.58,Low,Medium,"JSA rates this role with 57% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
3513,Chefs,0.31,0.65,Low,Medium,"JSA rates this role with 65% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
3514,Cooks,0.22,0.61,Very Low,Medium,"JSA rates this role with 61% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
3611,Animal Attendants and Trainers,0.2,0.53,Very Low,Medium,"JSA rates this role with 53% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
3612,Shearers,0.16,0.38,Very Low,Low,JSA rates this role with 38% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
3613,Veterinary Nurses,0.31,0.57,Low,Medium,"JSA rates this role with 56% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
3621,Florists,0.28,0.6,Low,Medium,"JSA rates this role with 60% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
3622,Gardeners,0.19,0.54,Very Low,Medium,"JSA rates this role with 54% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
3623,Greenkeepers,0.2,0.51,Very Low,Medium,"JSA rates this role with 51% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
3624,Nurserypersons,0.33,0.61,Low,Medium,"JSA rates this role with 61% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
3911,Hairdressers,0.24,0.47,Very Low,Low,JSA rates this role with 47% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
3921,Print Finishers and Screen Printers,0.25,0.59,Low,Medium,"JSA rates this role with 59% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
3922,Graphic Pre-press Trades Workers,0.31,0.73,Low,High,JSA rates this role with 73% AI augmentation exposure — tasks are highly likely to be reshaped by AI tools. Consider building skills that complement AI.,"JSA Generative AI Capacity Study, 2025"
3923,Printers,0.28,0.53,Low,Medium,"JSA rates this role with 53% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
3931,Canvas and Leather Goods Makers,0.23,0.63,Very Low,Medium,"JSA rates this role with 63% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
3932,Clothing Trades Workers,0.27,0.6,Low,Medium,"JSA rates this role with 60% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
3933,Upholsterers,0.15,0.45,Very Low,Low,JSA rates this role with 45% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
3941,Cabinetmakers,0.23,0.63,Very Low,Medium,"JSA rates this role with 63% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
3942,Wood Machinists and Other Wood Trades Workers,0.26,0.58,Low,Medium,"JSA rates this role with 57% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
3991,Boat Builders and Shipwrights,0.22,0.6,Very Low,Medium,"JSA rates this role with 60% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
3992,"Chemical, Gas, Petroleum and Power Plant Operators",0.4,0.69,Low,Medium,"JSA rates this role with 69% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
3993,"Gallery, Library and Museum Technicians",0.47,0.68,Low,Medium,"JSA rates this role with 68% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
3994,Jewellers,0.19,0.58,Very Low,Medium,"JSA rates this role with 57% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
3995,Performing Arts Technicians,0.21,0.63,Very Low,Medium,"JSA rates this role with 63% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
3996,Signwriters,0.36,0.56,Low,Medium,"JSA rates this role with 56% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
3999,Other Miscellaneous Technicians and Trades Workers,0.3,0.61,Low,Medium,"JSA rates this role with 61% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
4111,Ambulance Officers and Paramedics,0.25,0.55,Low,Medium,"JSA rates this role with 55% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
4112,"Dental Hygienists, Technicians and Therapists",0.15,0.59,Very Low,Medium,"JSA rates this role with 59% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
4113,Diversional Therapists,0.38,0.69,Low,Medium,"JSA rates this role with 69% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
4114,Enrolled and Mothercraft Nurses,0.26,0.63,Low,Medium,"JSA rates this role with 63% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
4115,Indigenous Health Workers,0.37,0.7,Low,High,JSA rates this role with 70% AI augmentation exposure — tasks are highly likely to be reshaped by AI tools. Consider building skills that complement AI.,"JSA Generative AI Capacity Study, 2025"
4116,Massage Therapists,0.13,0.43,Very Low,Low,JSA rates this role with 43% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
4117,Welfare Support Workers,0.42,0.69,Low,Medium,"JSA rates this role with 69% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
4211,Child Carers,0.2,0.64,Very Low,Medium,"JSA rates this role with 64% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
4221,Education Aides,0.31,0.65,Low,Medium,"JSA rates this role with 65% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
4231,Aged and Disabled Carers,0.21,0.47,Very Low,Low,JSA rates this role with 47% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
4232,Dental Assistants,0.33,0.6,Low,Medium,"JSA rates this role with 60% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
4233,Nursing Support and Personal Care Workers,0.26,0.6,Low,Medium,"JSA rates this role with 60% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
4234,Special Care Workers,0.23,0.57,Very Low,Medium,"JSA rates this role with 56% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
4311,Bar Attendants and Baristas,0.24,0.49,Very Low,Low,JSA rates this role with 49% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
4312,Cafe Workers,0.23,0.46,Very Low,Low,JSA rates this role with 46% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
4313,Gaming Workers,0.33,0.55,Low,Medium,"JSA rates this role with 55% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
4314,Hotel Service Managers,0.43,0.69,Low,Medium,"JSA rates this role with 69% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
4315,Waiters,0.28,0.44,Low,Low,JSA rates this role with 44% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
4319,Other Hospitality Workers,0.29,0.43,Low,Low,JSA rates this role with 43% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
4411,Defence Force Members - Other Ranks,0.17,0.43,Very Low,Low,JSA rates this role with 43% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
4412,Fire and Emergency Workers,0.18,0.51,Very Low,Medium,"JSA rates this role with 51% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
4413,Police,0.27,0.66,Low,Medium,"JSA rates this role with 66% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
4421,Prison Officers,0.24,0.45,Very Low,Low,JSA rates this role with 45% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
4422,Security Officers and Guards,0.33,0.61,Low,Medium,"JSA rates this role with 61% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
4511,Beauty Therapists,0.33,0.59,Low,Medium,"JSA rates this role with 59% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
4512,Driving Instructors,0.33,0.65,Low,Medium,"JSA rates this role with 65% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
4513,Funeral Workers,0.34,0.47,Low,Low,JSA rates this role with 47% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
4514,"Gallery, Museum and Tour Guides",0.48,0.62,Low,Medium,"JSA rates this role with 62% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
4515,Personal Care Consultants,0.29,0.67,Low,Medium,"JSA rates this role with 67% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
4516,Tourism and Travel Advisers,0.73,0.75,High,High,JSA rates this role with 75% AI augmentation exposure — tasks are highly likely to be reshaped by AI tools. Consider building skills that complement AI.,"JSA Generative AI Capacity Study, 2025"
4517,Travel Attendants,0.26,0.53,Low,Medium,"JSA rates this role with 53% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
4518,Other Personal Service Workers,0.25,0.4,Low,Low,JSA rates this role with 40% AI augmentation exposure. Limited AI impact expected — skills in this area are likely to remain in demand.,"JSA Generative AI Capacity Study, 2025"
4521,Fitness Instructors,0.3,0.62,Low,Medium,"JSA rates this role with 62% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
4522,Outdoor Adventure Guides,0.33,0.54,Low,Medium,"JSA rates this role with 54% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
4523,"Sports Coaches, Instructors and Officials",0.34,0.66,Low,Medium,"JSA rates this role with 66% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
4524,Sportspersons,0.19,0.53,Very Low,Medium,"JSA rates this role with 53% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
5111,"Contract, Program and Project Administrators",0.53,0.73,Medium,High,JSA rates this role with 73% AI augmentation exposure — tasks are highly likely to be reshaped by AI tools. Consider building skills that complement AI.,"JSA Generative AI Capacity Study, 2025"
5121,Office Managers,0.46,0.7,Low,High,JSA rates this role with 70% AI augmentation exposure — tasks are highly likely to be reshaped by AI tools. Consider building skills that complement AI.,"JSA Generative AI Capacity Study, 2025"
5122,Practice Managers,0.42,0.7,Low,High,JSA rates this role with 70% AI augmentation exposure — tasks are highly likely to be reshaped by AI tools. Consider building skills that complement AI.,"JSA Generative AI Capacity Study, 2025"
5211,Personal Assistants,0.63,0.69,Medium,Medium,"JSA rates this role with 69% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
5212,Secretaries,0.67,0.69,Medium,Medium,"JSA rates this role with 69% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
5311,General Clerks,0.71,0.68,High,Medium,"JSA rates this role with 68% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
5321,Keyboard Operators,0.81,0.76,High,High,JSA rates this role with 76% AI augmentation exposure — tasks are highly likely to be reshaped by AI tools. Consider building skills that complement AI.,"JSA Generative AI Capacity Study, 2025"
5411,Call or Contact Centre Workers,0.75,0.73,High,High,JSA rates this role with 73% AI augmentation exposure — tasks are highly likely to be reshaped by AI tools. Consider building skills that complement AI.,"JSA Generative AI Capacity Study, 2025"
5412,Information Officers,0.66,0.7,Medium,High,JSA rates this role with 70% AI augmentation exposure — tasks are highly likely to be reshaped by AI tools. Consider building skills that complement AI.,"JSA Generative AI Capacity Study, 2025"
5421,Receptionists,0.66,0.67,Medium,Medium,"JSA rates this role with 67% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
5511,Accounting Clerks,0.71,0.74,High,High,JSA rates this role with 74% AI augmentation exposure — tasks are highly likely to be reshaped by AI tools. Consider building skills that complement AI.,"JSA Generative AI Capacity Study, 2025"
5512,Bookkeepers,0.69,0.77,Medium,High,JSA rates this role with 77% AI augmentation exposure — tasks are highly likely to be reshaped by AI tools. Consider building skills that complement AI.,"JSA Generative AI Capacity Study, 2025"
5513,Payroll Clerks,0.68,0.7,Medium,High,JSA rates this role with 70% AI augmentation exposure — tasks are highly likely to be reshaped by AI tools. Consider building skills that complement AI.,"JSA Generative AI Capacity Study, 2025"
5521,Bank Workers,0.54,0.67,Medium,Medium,"JSA rates this role with 67% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
5522,Credit and Loans Officers,0.68,0.71,Medium,High,JSA rates this role with 71% AI augmentation exposure — tasks are highly likely to be reshaped by AI tools. Consider building skills that complement AI.,"JSA Generative AI Capacity Study, 2025"
5523,"Insurance, Money Market and Statistical Clerks",0.68,0.74,Medium,High,JSA rates this role with 74% AI augmentation exposure — tasks are highly likely to be reshaped by AI tools. Consider building skills that complement AI.,"JSA Generative AI Capacity Study, 2025"
5611,Betting Clerks,0.71,0.69,High,Medium,"JSA rates this role with 69% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
5612,Couriers and Postal Deliverers,0.4,0.59,Low,Medium,"JSA rates this role with 59% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
5613,Filing and Registry Clerks,0.76,0.74,High,High,JSA rates this role with 74% AI augmentation exposure — tasks are highly likely to be reshaped by AI tools. Consider building skills that complement AI.,"JSA Generative AI Capacity Study, 2025"
5614,Mail Sorters,0.36,0.6,Low,Medium,"JSA rates this role with 60% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
5615,Survey Interviewers,0.71,0.64,High,Medium,"JSA rates this role with 64% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
5616,Switchboard Operators,0.65,0.7,Medium,High,JSA rates this role with 70% AI augmentation exposure — tasks are highly likely to be reshaped by AI tools. Consider building skills that complement AI.,"JSA Generative AI Capacity Study, 2025"
5619,Other Clerical and Office Support Workers,0.4,0.57,Low,Medium,"JSA rates this role with 56% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
5911,Purchasing and Supply Logistics Clerks,0.58,0.71,Medium,High,JSA rates this role with 71% AI augmentation exposure — tasks are highly likely to be reshaped by AI tools. Consider building skills that complement AI.,"JSA Generative AI Capacity Study, 2025"
5912,Transport and Despatch Clerks,0.64,0.71,Medium,High,JSA rates this role with 71% AI augmentation exposure — tasks are highly likely to be reshaped by AI tools. Consider building skills that complement AI.,"JSA Generative AI Capacity Study, 2025"
5991,Conveyancers and Legal Executives,0.49,0.7,Low,High,JSA rates this role with 70% AI augmentation exposure — tasks are highly likely to be reshaped by AI tools. Consider building skills that complement AI.,"JSA Generative AI Capacity Study, 2025"
5992,Court and Legal Clerks,0.37,0.59,Low,Medium,"JSA rates this role with 59% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
5993,Debt Collectors,0.69,0.7,Medium,High,JSA rates this role with 70% AI augmentation exposure — tasks are highly likely to be reshaped by AI tools. Consider building skills that complement AI.,"JSA Generative AI Capacity Study, 2025"
5994,Human Resource Clerks,0.76,0.73,High,High,JSA rates this role with 73% AI augmentation exposure — tasks are highly likely to be reshaped by AI tools. Consider building skills that complement AI.,"JSA Generative AI Capacity Study, 2025"
5995,Inspectors and Regulatory Officers,0.39,0.68,Low,Medium,"JSA rates this role with 68% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
5996,"Insurance Investigators, Loss Adjusters and Risk Surveyors",0.44,0.73,Low,High,JSA rates this role with 73% AI augmentation exposure — tasks are highly likely to be reshaped by AI tools. Consider building skills that complement AI.,"JSA Generative AI Capacity Study, 2025"
5997,Library Assistants,0.48,0.63,Low,Medium,"JSA rates this role with 63% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
5999,Other Miscellaneous Clerical and Administrative Workers,0.68,0.75,Medium,High,JSA rates this role with 75% AI augmentation exposure — tasks are highly likely to be reshaped by AI tools. Consider building skills that complement AI.,"JSA Generative AI Capacity Study, 2025"
6111,"Auctioneers, and Stock and Station Agents",0.44,0.7,Low,High,JSA rates this role with 70% AI augmentation exposure — tasks are highly likely to be reshaped by AI tools. Consider building skills that complement AI.,"JSA Generative AI Capacity Study, 2025"
6112,Insurance Agents,0.62,0.73,Medium,High,JSA rates this role with 73% AI augmentation exposure — tasks are highly likely to be reshaped by AI tools. Consider building skills that complement AI.,"JSA Generative AI Capacity Study, 2025"
6113,Sales Representatives,0.63,0.72,Medium,High,JSA rates this role with 72% AI augmentation exposure — tasks are highly likely to be reshaped by AI tools. Consider building skills that complement AI.,"JSA Generative AI Capacity Study, 2025"
6121,Real Estate Sales Agents,0.47,0.7,Low,High,JSA rates this role with 70% AI augmentation exposure — tasks are highly likely to be reshaped by AI tools. Consider building skills that complement AI.,"JSA Generative AI Capacity Study, 2025"
6211,Sales Assistants (General),0.42,0.63,Low,Medium,"JSA rates this role with 63% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
6212,ICT Sales Assistants,0.45,0.6,Low,Medium,"JSA rates this role with 60% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
6213,Motor Vehicle and Vehicle Parts Salespersons,0.59,0.67,Medium,Medium,"JSA rates this role with 67% AI augmentation exposure. Some tasks may be assisted by AI, but human judgment stays central.","JSA Generative AI Capacity Study, 2025"
